ID_SF,Spé_A,Spé_B,Spé_C,PT1Spé_A,PT1Spé_B,PT1Spé_C,PT1Anglais,PT2Spé_A,PT2Spé_B,PT2Spé_C,PT2Anglais,PT3Spé_A,PT3Spé_B,PT3Spé_C,PT3Anglais,PMoyenne,PSpé_A,PSpé_B,PMaths_Compl.,TT1Spé_A,TT1Spé_B,TT1Anglais,TT1Maths_Compl.,TT1Maths_Expertes,TT2Spé_A,TT2Spé_B,TT2Anglais,TT2Maths_Compl.,TT2Maths_Expertes,Tmoyenne,Ecrit_Français,Oral_Français,Moyenne_Bac_Français,Spé_abandonnée,Spé_abandonnée_note,Anglais1ère_Eval.,Anglais2ème_Eval.,Anglais3ème_Eval.,Moyenne_Bac,Bonus_Scientifique,Note_bac,complet_/_incomplet,Grand_Classé,Etape_de_jury,Précisions_Dossier,Note_Profil_Ecole,Vœux_EPITA,Vœux_ESME,Vœux_IPSA,Vœux_Sup'Biotech,Ecole_d'Oral,Campus_d'Oral,Jury_Advance,Méthode_de_travail,Autonomie,Engagement_citoyen,Capacité_à_s'investir,Niveau_de_la_classe,Avis_sur_la_capacité_à_réussir,Autres_éléments
0010800002swcJ6AAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13.2,15.91,14.53,14.58,,,,,,,,,14.553,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,9.1,16,16.29,13.43,,,,,,,13.57,13,13,13,Mathématiques,15,10.5,,,14.143,Oui,14.037,Complet,Non,Validé,,16,,Paris;_Bordeaux;_Lille;_Lyon,,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,Rémi_est_engagé_en_dehors_du_lycée_en_tant_qu'arbitre_au_basket_et_chez_les_scouts._Au_lycée_il_a_été_éco-délégué_en_1°.
0010800002swc1JAAQ,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,10.3,14.7,14,13.6,11.7,11.9,12,13.3,,,,,12.637,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,14,13.8,17.4,16.3,,15.5,15.5,16.9,14.5,,15.368,14,14,14,Mathématiques,13,20,,,13.429,Oui,13.967,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris;_Lyon,ESME,Bordeaux,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"Elève_ayant_évolué_dans_une_classe_de_niveau_exceptionnellement_élevé._Le_suivi_des_cours_s'est_fait_à_100%_présentiel_tout_au_long_de_l'année._-Elève_de_nationalité_espagnole_arrivée_dans_le_lycée_au_cours_de_la_classe_de_2nde_avec_seulement_quelques_notions_de_français._Déterminée,_investie_et_consciencieuse,_elle_a_su_s'adapter_très_rapidement_à_la_langue_et_au_rythme_imposé_pour_obtenir_des_résultats_très_satisfaisants._Ce_parcours_singulier_démontre_à_quel_point_cette_élève_est_autonome_et_organisée_dans_son_travail."
0010800002swcESAAY,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,15.5,13.93,14.36,14.29,16.78,12.93,14.88,14.94,,,,,14.707,Mathématiques,Physique-Chimie,Non,12.86,12.93,16.75,,10.38,10.38,12.18,13.63,,12.38,12.934,14,14,14,Sciences_de_la_vie_et_de_la_Terre,15,8,,,14.571,Oui,13.957,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris;_Lyon,EPITA_/_IPSA,Toulouse,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbGqAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,13.5,12.9,14,17.5,11.2,13.4,11,17.7,,,,,13.653,Mathématiques,Physique-Chimie,Non,12.7,13.6,17.6,,,11.3,10.8,17,,,13.518,17,17,17,Sciences_de_la_vie_et_de_la_Terre,13,16,,,14.714,Oui,13.917,Complet,Non,Validé,,16,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbRzAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,9.41,14,11.1,14,20,13.5,14.3,14,,,,,13.775,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,13.53,11.5,12.4,19.2,,17.85,14,14.6,18.5,,14.024,15,15,15,Mathématiques,13,,,,13.857,Oui,13.899,Complet,Non,Validé,,16,,Paris,Paris,Paris,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,Elève_pleinement_engagé_dans_sa_scolarité._De_très_belles_qualités_humaines_mises_en_avant._Un_très_bon_esprit_d'équipe.
0010800002swb4SAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,16.7,15.3,13.7,14.2,10.3,10.8,12.2,15.4,,,,,13.493,Mathématiques,Physique-Chimie,Non,10.7,13.7,16,,13.5,14.4,14.9,14.9,,14.5,13.977,13,13,13,Sciences_de_la_vie_et_de_la_Terre,14,11,,,13.571,Oui,13.71,Complet,Non,Validé,,16,Paris,,Paris,Paris,EPITA,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,"Jules_est_investi,_il_a_eu_son_PSC1,_il_a_passé_sa_certification_PIX_et_a_participé_aux_olympiades_de_mathématiques_en_2nde_et_au_concours_général_de_mathématiques_en_Terminale."
0010800002swbWYAAY,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13.5,11.2,11.6,13.9,,,,,,,,,12.46,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Non,14.8,15.5,16,,,13.6,14.5,17.9,,,15.241,14,14,14,Mathématiques,12,14,,,12.857,Oui,13.692,Complet,Non,Validé,,16,,Paris;_Bordeaux;_Lyon;_Cycle_anglophone,Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA,Rennes,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"Investissement_au_sein_de_l'établissement_lors_de_l'organisation_d'un_projet_humanitaire,_lors_des_semaines_de_l'orientation_et_en_tant_qu'éco-déléguée."
0010800002swceQAAQ,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13,13.15,12.6,17.6,12,14.49,14.58,15.58,,,,,13.961,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,12,12.5,15.5,11.5,,10.13,14,19,15.5,,13.546,13,13,13,Mathématiques,14,16,,,13.571,Oui,13.678,Complet,Non,Validé,,16,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swbcEAAQ,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,11.2,13.2,13.4,18.2,12.9,13.7,13.3,18.5,,,,,14.03,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,10.7,12.4,13.5,15.1,,11.3,14.5,15.4,12.8,,12.832,15,15,15,Mathématiques,14,17.5,,,14.429,Oui,13.671,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Assez_satisfaisante,Satisfaisante,Oui,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swatvAAA,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,12.5,16.5,12.5,15.7,14.1,16,11.1,13.8,,,,,13.977,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,10.1,13.2,15.4,,11.8,13.7,17.1,14.8,,13.4,13.955,14,14,14,Physique-Chimie,12,18,,,12.857,Oui,13.632,Complet,Non,Validé,,16,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"-Thomas_fait_partie_d?une_association_appelée_«?biolit?»_pour_recenser_les_espèces_marines._--Il_est_de_plus,_investi_de_manière_pertinente_dans_la_publications_d'articles_scientifiques_dans_le_journal_du_lycée,_gazette_des_spécialités_publiée_sur_plusieurs_sites,_dont_les_dons_sont_reversés_à_la_commission_solidarité_de_l?établissement."
0010800002swb2MAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,15,17.2,10.4,11.9,13.7,10.6,14.9,15,,,,,13.597,Mathématiques,Physique-Chimie,Non,11.7,11.1,12.8,,14.5,16.5,12.3,16.8,,18.3,13.418,15,15,15,Sciences_de_la_vie_et_de_la_Terre,13,16.5,,,13.857,Oui,13.603,Complet,Non,Validé,,16,,Lyon,,Lyon,EPITA,Strasbourg,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,Élève_très_sportive_et_investie_en_club.
0010800002swbpyAAA,Sciences_de_la_vie_et_de_la_Terre,"Langues,_littératures_et_cultures_étrangères_et_régionales",Mathématiques,14.88,18.5,16,17.95,14.55,19.06,16,17.88,,,,,16.782,Sciences_de_la_vie_et_de_la_Terre,"Langues,_littératures_et_cultures_étrangères_et_régionales",Non,17.4,18.52,17.14,,,17.4,18.95,17.9,,,17.918,16,16,16,Mathématiques,16,16.5,,,16,Non,13.602,Complet,Non,Validé,,16,,,,Paris;_Lyon,VisioConférence,VisioConférence,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,"-_Jeune_Officielle_au_Raid_district_et_académique_de_Guyane_2019_et_2021_et_au_Marathon_de_l?Espace_à_Kourou_en_mars_2019--_Monitrice,_co-animatrice_et_aide_cuisine_dans_des_camps_de_vacance_en_Nouvelle-Zélande_à_l?été_2019.--_déléguée_suppléante_en_classe_de_première_et_terminale--_Séjour_linguistique_de_2_mois_en_Nouvelle-Zélande_(été_2019)--_Sport_:_athlétisme_et_Raid_en_UNSS_avec_des_participations_à_des_compétitions_régionales_et_académiques_(2018_-_2019)-Engagement_Club_média_du_lycée_:-Nous_félicitons_Elise_pour_sa_grande_implication_au_club_Médias_et_son_travail_journalistique,_notamment_son_assiduité,_ses_qualités_rédactionnelles_et_sa_capacité_à_animer_une_équipe."
0010800002swbRoAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,15.6,12.4,12.17,9.49,14,11.5,12.17,12,,,,,12.528,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Non,13,14.5,15,,,11,13.5,16.6,,,13.764,16,17,16.333,Mathématiques,13,10,,,14.429,Oui,13.593,Complet,Non,Validé,,16,,,,Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swbSsAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,11.08,15.1,15.75,13.83,10.8,12.6,14.81,15.67,,,,,13.635,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,11.45,10.26,15.8,16.5,,11.78,12.17,15.75,16.1,,12.604,13,13,13,Mathématiques,16,15,,,14.714,Oui,13.546,Complet,Non,Validé,,16,,,,Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,Elève_délégué_de_classe.
0010800002swcQsAAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,13,13.5,12.5,17,,,,,,,,,13.8,Mathématiques,Physique-Chimie,Non,10.5,11.5,18,,,11.5,10,20,,,13.091,15,15,15,Sciences_de_la_vie_et_de_la_Terre,13,15,,,13.857,Oui,13.534,Complet,Non,Validé,,16,,,,Paris,Sup'Biotech,Paris,Sup'Biotech,Satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Très_satisfaisante,Le_sérieux_et_le_travail_ont_été_constants_et_seront_des_points_forts_sur_lesquels_s?appuyer_pour_réussir_dans_toutes_les_formations_envisagées.
0010800002swbJsAAI,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,12.6,15.8,12.6,15.7,11.5,14,12.3,15,,,,,13.577,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,9.5,15,14.5,,,11.9,15.2,18.1,,,13.827,13,13,13,Physique-Chimie,13,16,,,13,Oui,13.504,Complet,Non,Validé,,16,,,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,-_Participation_au_projet_ERASMUS_''écitoyenneté''_pendant_1_an_(année_de_1ere)--_Soutien_à_des_élèves_de_3ème_pendant_l'année_de_1ere--_AS_musculation_en_1ère
0010800002swb94AAA,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,14.3,14,15.7,15.2,15.5,14.8,11.7,15.3,,,,,14.517,Mathématiques,Physique-Chimie,Non,5.7,12,15.1,,,13.3,12.5,15,,,12.014,15,15,15,Sciences_de_la_vie_et_de_la_Terre,14,12.5,,,14.429,Oui,13.489,Complet,Non,Validé,,16,,Paris,,Paris,ESME,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,Beau_parcours._Elève_sérieuse_et_investie.-Ses_choix_d'orientation_sont_en_cohérence_avec_son_projet_personnel.
0010800002swbAwAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,10.8,13.9,13.6,14,13.9,14.9,11.9,16.3,,,,,13.563,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,12.4,13.1,15.4,13.1,,13.8,14.3,16.4,16.9,,14.082,12,12,12,Mathématiques,13,16,,,12.571,Oui,13.473,Complet,Non,Validé,,16,,,,Paris;_Lyon,Sup'Biotech,Paris,Indifférencié,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbWIAAY,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,14.54,12.22,12.57,13.21,,,,,,,,,13.13,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,10,15.56,17.28,14.39,,12.87,14.06,15.79,14.49,,14.053,14,14,14,Mathématiques,12,15.5,,,12.857,Oui,13.417,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Assez_bon,Très_satisfaisante,Le_travail_est_très_sérieux_et_très_rigoureux_depuis_le_début_de_l'année_scolaire.
0010800002swbZ2AAI,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9.7,14.7,14.6,13.1,11.2,12.5,11.6,13.7,,,,,12.587,Mathématiques,Physique-Chimie,Non,8.8,11.9,15.3,,,13.8,15.4,17.5,,,13.545,14,14,14,Sciences_de_la_vie_et_de_la_Terre,14,15,,,14,Oui,13.394,Complet,Non,Validé,,16,,Paris,,Paris,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Elève_qui_participe_au_tutorat_des_collégiens.
0010800002swcUcAAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13,14.9,13,11.1,14,14.5,9.5,14.3,,,,,13.06,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,18,15.2,10.56,15.8,,,,,,,14.953,11,11,11,Mathématiques,12,7,,,11.571,Oui,13.371,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Assez_bon,Très_satisfaisante,"Elève_sérieuse_et_investie,_persévérante,_capable_également_de_soutenir_les_efforts._Un_projet_très_cohérent."
0010800002swaeLAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,16,15.9,15.3,12,10.5,11.1,14,13.8,,,,,13.62,Mathématiques,Physique-Chimie,Non,9.7,12.3,10.8,,,12.9,13,13,,,11.955,15,15,15,Sciences_de_la_vie_et_de_la_Terre,15,14.5,,,15,Oui,13.368,Complet,Non,Validé,,16,,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,,Cycle_anglophone;_Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Satisfaisante,Assez_satisfaisante,Non,Satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbxZAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,9.06,10.56,16.8,12.73,6.75,12.21,11.75,16.63,,,,,11.887,Mathématiques,Physique-Chimie,Non,11.01,12.12,17.67,,14.83,,,,,,13.23,15,15,15,Sciences_de_la_vie_et_de_la_Terre,15,17.5,,,15,Oui,13.358,Complet,Non,Validé,,16,,Paris;_Bordeaux;_Lyon,,Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Satisfaisante,
0010800002swb5gAAA,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,12.4,13.67,8.24,16.7,,,,,,,,,12.489,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,14.5,15.4,17.48,17.67,,,,,,,15.64,14,14,14,Mathématiques,9,15.5,,,11.143,Oui,13.346,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris;_Lyon,ESME,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,"Une_excellente_élève_qui_démontre_avec_constance_de_grandes_capacités_de_travail,_de_réflexion,_d'analyse.Elle_fait_preuve_de_sérieux_et_de_maturité_et_d'une_grande_culture."
0010800002swcaMAAQ,Mathématiques,Physique-Chimie,"Histoire-Géographie,_Géopolitique_et_Science_politiques",14.7,11.74,11.61,13.44,12.59,11.04,12.74,13.34,,,,,12.601,Mathématiques,Physique-Chimie,Non,14.87,11.05,16.17,,,14.85,12.84,15.85,,,14.114,13,13,13,"Histoire-Géographie,_Géopolitique_et_Science_politiques",13,16.5,,,13,Oui,13.326,Complet,Non,Validé,,16,,Paris,,Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,Le_travail_est_sérieux_et_régulier._Beaucoup_de_volonté.
0010800002swal1AAA,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,"Histoire-Géographie,_Géopolitique_et_Science_politiques",14.5,12.3,12.7,11.8,14.5,15.4,12.3,12.6,,,,,13.333,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,6.5,16.5,15.3,,,12.4,13.6,16.3,,,13.218,14,14,14,"Histoire-Géographie,_Géopolitique_et_Science_politiques",13,10,,,13.429,Oui,13.316,Complet,Non,Validé,,16,,,,Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Satisfaisante,
0010800002swcdQAAQ,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13.5,14.5,8.3,15.8,11.1,13.8,11.1,17.8,,,,,13,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,14,12.7,13.3,16.5,,13.2,17.2,15.5,14.6,,14.309,14,14,14,Mathématiques,11,14.5,,,12.286,Oui,13.309,Complet,Non,Validé,,16,,,,Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,Indifférencié,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swbP4AAI,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13.67,11.96,14.19,14.4,10.83,13.64,11.92,11,,,,,12.701,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,8.6,14.39,14.67,16.98,,12,14.13,11.96,15.21,,12.562,16,16,16,Mathématiques,14,15.5,,,14.857,Oui,13.292,Complet,Non,Validé,,16,Cycle_anglophone;_Paris;_Lyon;_Strasbourg;_Toulouse;_Rennes,Paris;_Bordeaux;_Lille;_Lyon;_Cycle_anglophone,Paris;_Toulouse;_Cycle_anglophone,Cycle_anglophone;_Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,"En_vue_de_son_inscription_en_Pass,_a_suivi_les_heures_de_formation_de_préparation_à_2_UE_d'enseignement_de_la_licence_proposées_par_le_professeur_d'enseignement_scientifique.-"
0010800002swcURAAY,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13.88,15.6,8,17,9,13,9.95,19,,,,,12.857,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,11.67,12.49,19.5,4.74,,11.98,14.65,17.82,10.17,,14.324,15,16,15.333,Mathématiques,9,20,,,11.714,Oui,13.101,Complet,Non,Validé,,16,,,,Lyon,VisioConférence,VisioConférence,Sup'Biotech,Satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"Bon_bilan_annuel_pour_cet_élève_sérieux_et_investi._Elève_ayant_pleinement_les_capacités_de_réussir_dans_toutes_les_filières_demandées._On_notera_son_engagement_dans_des_actions_éco-citoyennes,_notamment_dans_le_cadre_du_club_EcoLyautey,_son_mandat_d'éco-délégué_en_1e_ainsi_que_sa_participation_aux_Olympiades_de_Biologie._Il_est_également_membre_de_l'association_sportive_en_escalade."
0010800002swbnNAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,12.3,14.1,14,13.6,11.7,14.5,13.6,15.7,,,,,13.623,Mathématiques,Physique-Chimie,Non,13.1,14.7,10.8,,,11,13.7,14.5,,,12.995,11,11,11,Sciences_de_la_vie_et_de_la_Terre,14,17.5,,,12.714,Oui,13.099,Complet,Non,Validé,,16,,Bordeaux;_Lille;_Lyon,,Lyon,EPITA,Rennes,ESME,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Bon,Très_satisfaisante,
0010800002swbwgAAA,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,13,12,10.9,15.4,14,14,10.6,14.5,,,,,12.923,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,12.3,15.9,11.8,11,,14.4,14.8,12.9,12.5,,13.805,14,14,14,Mathématiques,11,,,,12.286,Oui,13.085,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris;_Lyon,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"Cette_élève_a_participé_activement_à_la_vie_citoyenne_du_lycée_(vote_CVC,_candidature,_etc)-A_toutes_les_qualités_pour_réussir_des_études_exigeantes."
0010800002swbKbAAI,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,"Histoire-Géographie,_Géopolitique_et_Science_politiques",10.6,16,9.6,11.6,9.1,17.4,10.4,13.5,,,,,12.257,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,12.4,13.8,14.9,,,12.9,19.4,14.3,,,14.618,13,13,13,"Histoire-Géographie,_Géopolitique_et_Science_politiques",11,13,,,11.857,Oui,13.081,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris,Sup'Biotech,Paris,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Très_bon,Très_satisfaisante,
0010800002swanFAAQ,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Physique-Chimie,14.9,11.79,13.77,14.11,12.3,14.22,11.47,12.09,,,,,13.08,Mathématiques,Sciences_de_la_vie_et_de_la_Terre,Non,11,15,15.93,,,10.5,14.3,17.37,,,13.777,11,11,11,Physique-Chimie,13,13.5,,,12.143,Oui,13.078,Complet,Non,Validé,,16,,,,Cycle_anglophone;_Paris;_Lyon,EPITA,Strasbourg,Sup'Biotech,Très_satisfaisante,Très_satisfaisante,Non,Très_satisfaisante,Bon,Satisfaisante,
0010800002swciBAAQ,Mathématiques,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,11.8,11.4,14,11.5,10.5,7.6,14.4,8.8,,,,,11.323,Mathématiques,Physique-Chimie,Non,11.1,11.4,13.7,,10,13.3,11.5,15.5,,12,12.582,16,16,16,Sciences_de_la_vie_et_de_la_Terre,15,10.5,,,15.429,Oui,13.058,Complet,Non,Validé,,16,Lyon;_Toulouse,Bordeaux;_Lille;_Lyon,,Paris;_Lyon,EPITA_/_ESME_/_IPSA_/_Sup'Biotech,Lyon,ESME,Très_satisfaisante,Très_satisfaisante,Oui,Très_satisfaisante,Très_bon,Très_satisfaisante,"Depuis_septembre_2020,_nos_élèves_ont_toujours_été_en_100%_présentiel_malgré_les_difficultés_liées_au_contexte_sanitaire._De_ce_fait,_les_programmes_ont_été_traités_en_totalité_et_les_élèves_évalués_dans_un_souci_constant_de_rigueur_et_de_régularité.-Bénévole_à_la_SPA,_participe_au_téléthon,_participe_aux_actions_Clear_my_calanques."
0010800002swbEYAAY,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Mathématiques,14.2,14,8.1,13.8,11.5,12.8,10.5,13.2,,,,,12.18,Physique-Chimie,Sciences_de_la_vie_et_de_la_Terre,Oui,14.6,11.4,16.2,14.3,,10.4,16.5,16.4,13.5,,14.064,14,14,14,Mathématiques,11,11,,,12.286,Oui,12.965,Complet,Non,Validé,,16,,,,Paris,Sup'Biotech,Paris,Sup'Biotech,Satisfaisante,Très_satisfaisante,Oui,Satisfaisante,Très_bon,Très_satisfaisante,Aide_aux_devoirs._Scoutisme._Élève_qui_donne_des_cours_de_maths_en_primaire._Emma_a_également_participé_au_groupe_de_réflexion_en_terminale_''action_humanitaire''_pour_la_vente_des_masques_et_création_de_sweat_au_profit_de_l?association_«_Un_chemin_pour_les_enfants_»_qui_finance_la_scolarisation_de_126_enfants_des_bidonvilles_de_Manille_aux_Philippines.
